Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,W,PLAN,211,,1,City-Making: A Global Perspective,Kunitomo Kamizaki,75,72.3,75.0,66.0,82.0,92.0,16.0,4.0,3.0,1.0,2.0,10.0,7.0,12.0,11.0,11.0,10.0,3.0
UBCV,2023,W,PLAN,221,,1,City Visuals,Erick Villagomez,76,78.3,79.0,76.0,82.0,91.0,23.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,28.0,24.0,7.0,2.0
UBCV,2023,W,PLAN,231,,1,Methods of Community Engagement,Andrew Binet,32,90.3,90.5,88.0,94.0,98.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,18.0
UBCV,2023,W,PLAN,321,,1,Indigeneity and the City,Jessica Barudin,58,82.4,85.0,81.0,90.0,95.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,15.0,13.0,17.0
UBCV,2023,W,PLAN,331,,2,The Just City in a Divided World,Maged Senbel,66,83.3,84.0,81.0,88.0,96.0,60.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,27.0,19.0,9.0
UBCV,2023,W,PLAN,341,,1,"Smart Cities: Concepts, Methods and Design",Madison Lore,92,90.5,91.0,88.8,93.0,98.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,64.0
UBCV,2023,W,PLAN,351,,1,Green Cities,James John Timothy Connolly,54,82.9,86.0,82.3,89.0,93.0,15.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,6.0,26.0,9.0
UBCV,2023,W,PLAN,425,,2,Urban Planning Issues and Concepts,Mark Stevens,69,84.9,87.0,79.0,90.0,95.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,17.0,24.0
UBCV,2023,W,PLAN,500,,1,Comparative Perspectives on Planning History and Futures,Michael Hooper,46,89.7,90.0,87.0,93.0,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,26.0
UBCV,2023,W,PLAN,501,,1,Reconciliation and Planning,Margaret Low,37,87.5,88.0,85.0,90.0,95.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,11.0
UBCV,2023,W,PLAN,502,,1,Sustainability and Resilience in Planning,Holly Caggiano,43,89.4,92.0,88.5,95.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,29.0
UBCV,2023,W,PLAN,504,,1,Urban Design and Visual Representation,Erick Villagomez,43,84.4,86.0,84.0,89.0,91.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,6.0
UBCV,2023,W,PLAN,505,,1,"Planning Theory, Values, and Ethics",Michael Hooper,47,89.9,89.0,87.0,92.5,95.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0
UBCV,2023,W,PLAN,505,,2,"Planning Theory, Values, and Ethics",Kunitomo Kamizaki,39,86.0,86.0,85.0,87.0,91.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,3.0
UBCV,2023,W,PLAN,506,,1,Information and Analysis in Planning,Stephanie Chang,42,86.7,87.0,85.0,89.0,91.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,30.0,4.0
UBCV,2023,W,PLAN,507,,1,Engagement and Facilitation for Planners,Aaron Lao,29,86.5,87.0,85.0,88.0,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,3.0
UBCV,2023,W,PLAN,507,,2,Engagement and Facilitation for Planners,Aaron Lao,13,83.9,85.0,84.0,86.0,90.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,1.0
UBCV,2023,W,PLAN,511,,1,The Legal and Institutional Context of Planning,William Buholzer,41,91.1,92.5,88.0,95.0,99.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,28.0
UBCV,2023,W,PLAN,512,,1,"Urban Economics, Infrastructure, and Real Estate Issues in Planning",Korbin Dasilva,34,88.1,87.0,86.0,89.8,99.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,9.0
UBCV,2023,W,PLAN,513,,1,Making and Implementing Community and Regional Plans,Mark Stevens,30,87.4,87.5,84.3,91.0,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,11.0
UBCV,2023,W,PLAN,514,,1,"Indigenous Planning: Ways of Being, Knowing and Doing",Margaret Low,10,88.2,88.5,87.3,89.8,91.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0
UBCV,2023,W,PLAN,515,,1,"Indigenous Law, Governance and Community Planning",Wayne Wallace,11,88.7,89.5,87.3,92.8,97.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0
UBCV,2023,W,PLAN,516,,1,Planning for Community Economic Development,William Trousdale,12,94.0,95.0,95.0,95.0,95.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
UBCV,2023,W,PLAN,530,,1,Affordable Housing Policy and Planning,Marina Jozipovic;Peer-Daniel Scheer,15,88.8,90.0,85.5,91.5,92.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0
UBCV,2023,W,PLAN,531,,1,Planning for Disaster-Resilient Communities,Stephanie Chang,25,87.3,87.0,86.0,88.0,93.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0
UBCV,2023,W,PLAN,532,,1,Strategic Planning: Developing and Implementing Policy Plans,Rosemary McAfee,30,90.8,92.0,88.0,94.0,98.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,19.0
UBCV,2023,W,PLAN,541,,1,Planning Studio,James John Timothy Connolly;Clare Mochrie;Maged Senbel;Erick Villagomez,30,88.4,89.0,87.0,90.0,91.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,10.0
UBCV,2023,W,PLAN,543,,1,Indigenous Community Planning Practicum,Scott Graham;Jessie Hemphill;Shauna Johnson;Margaret Low,9,90.0,90.0,89.0,91.0,92.0,88.0,,,,,,,,,,,
UBCV,2023,W,PLAN,548,A,1,Current Issues in Planning,Andrew Binet,8,91.4,91.0,88.3,94.0,98.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
UBCV,2023,W,PLAN,548,B,1,Current Issues in Planning,Holly Caggiano,22,94.9,97.0,91.0,98.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0
UBCV,2023,W,PLAN,548,L,1,Current Issues in Planning,Alexander York Bigazzi,11,75.9,82.0,76.3,90.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0
UBCV,2023,W,PLAN,548,O,1,Current Issues in Planning,Patricia Kendall,23,84.1,83.0,83.0,85.0,97.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,7.0,3.0
UBCV,2023,W,PLAN,548,T,1,Current Issues in Planning,Michelle Babiuk,35,90.9,92.0,87.5,93.5,96.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0
UBCV,2023,W,PLAN,587,B,1,Urban Design,Maren McBride,14,94.6,95.0,94.0,95.0,97.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
UBCV,2023,W,COGS,200,,2,Introduction to Cognitive Systems,Thomas Jacob Bittner;Giuseppe Carenini;Alan Forbes Kingstone,138,75.04,78.5,68.0,84.0,95.0,0.0,3.0,5.0,7.0,7.0,11.0,9.0,9.0,20.0,30.0,23.0,10.0
UBCV,2023,W,COGS,200,,4,Introduction to Cognitive Systems,Thomas Jacob Bittner;Paul Bucci;Oksana Tkachman,156,73.33,75.0,69.0,79.0,91.0,0.0,2.0,2.0,2.0,4.0,24.0,19.0,29.0,32.0,25.0,8.0,2.0
UBCV,2023,W,COGS,300,,1,Understanding and Designing Cognitive Systems,Marton Soskuthy,64,81.67,83.0,79.0,86.0,91.0,44.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,9.0,16.0,22.0,5.0
UBCV,2023,W,COGS,300,,2,Understanding and Designing Cognitive Systems,Marton Soskuthy,63,80.4,83.0,77.25,86.75,92.0,30.0,1.0,0.0,1.0,2.0,1.0,1.0,5.0,10.0,17.0,21.0,3.0
UBCV,2023,W,COGS,303,,1,Research Methods in Cognitive Systems,Gerrit Neels,39,79.79,82.0,78.0,85.75,90.0,31.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,12.0,11.0,1.0
UBCV,2023,W,COGS,303,,2,Research Methods in Cognitive Systems,Gerrit Neels,34,78.12,80.5,75.25,84.0,89.0,21.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,11.0,8.0,0.0
UBCV,2023,W,COGS,303,,3,Research Methods in Cognitive Systems,Daniel Saunders,39,80.0,82.0,75.5,87.5,97.0,40.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,7.0,6.0,11.0,5.0
UBCV,2023,W,COGS,401,,1,Seminar in Cognitive Systems,Rebecca Todd,40,83.92,87.0,83.0,90.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,15.0,11.0
UBCV,2023,W,COGS,401,,2,Seminar in Cognitive Systems,Laura Cang,36,83.25,85.0,82.0,86.25,88.0,68.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,22.0,0.0
UBCV,2023,W,COGS,401,,3,Seminar in Cognitive Systems,Paul Bucci,29,81.25,83.5,80.75,88.25,96.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,8.0,5.0
UBCV,2023,W,COGS,402,,1,Research in Cognitive Systems,Christopher Mole,25,88.48,90.0,88.0,91.0,95.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,13.0
UBCV,2023,W,COGS,402,,2,Research in Cognitive Systems,Christopher Mole,55,87.02,88.0,85.5,91.0,94.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,25.0,19.0
UBCV,2023,W,CMST,500,,1,Research Methods,Lisa Coulthard,9,89.444,90.0,87.0,90.0,93.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
UBCV,2023,W,CMST,534,A,1,Seminar in Cinema Studies,Mila Zuo,6,87.667,88.0,87.25,88.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
UBCV,2023,W,HUNU,500,,1,Research Methods in Human Nutrition,Tamara Cohen,21,94.29,95.0,93.0,96.0,96.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
UBCV,2023,W,HUNU,505,,1,Current Issues in Applied Nutrition,Jennifer Black,7,87.71,86.0,84.5,90.5,94.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
UBCV,2023,W,HUNU,510,,1,Nutrition Assessment Across the Lifespan,Katja Yvonne Lamers,12,89.17,90.5,86.5,92.25,98.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0
UBCV,2023,W,HUNU,515,,1,Business & Entrepreneurship in Dietetics,Karen Taylor,10,88.6,89.0,87.0,90.0,94.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0
UBCV,2023,W,HUNU,525,,2,Indigenous Health in Dietetics,Tabitha Martens,10,90.9,91.0,89.0,94.0,96.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0
UBCV,2023,W,HUNU,540,,1,Advances in Food Theory and Applications,Joel Barohn;Gerald Kasten,11,94.64,96.0,93.5,96.5,99.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
UBCV,2023,W,HUNU,541,,1,Food Provision and Management in Dietetics,Gerald Kasten,10,98.1,98.5,97.0,99.0,99.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
UBCV,2023,W,HUNU,545,,1,Counselling Skills in Dietetics,Sinead Feeney,11,88.09,88.0,86.0,89.0,95.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0
UBCV,2023,W,HUNU,550,,1,Advances in Human Nutrition,Bruna Donatti Castro Falci,12,88.17,90.5,85.25,93.25,96.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0
UBCV,2023,W,HUNU,560,,1,Leadership in Dietetics and Health,Anna Brisco;Nicole Spencer,10,91.8,93.0,89.25,94.0,95.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
UBCV,2023,W,HUNU,573,,2,Population and Public Health Dietetics,Anna Brisco,11,91.73,92.0,89.5,94.0,98.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
UBCV,2023,W,HUNU,575,,2,Nutrition Care I,Brock Williams,11,83.64,85.0,82.0,87.0,92.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0
UBCV,2023,W,HUNU,576,,1,Nutrition Care II,Bruna Donatti Castro Falci,10,82.7,82.5,77.75,86.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0
UBCV,2023,W,HUNU,577,,2,Nutrition Care III,Brock Williams,10,83.6,83.5,81.5,86.0,89.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0
UBCV,2023,W,HUNU,581,,2,Dietetics Practice Education Placement II,Tamara Cohen,10,94.6,96.0,95.0,97.0,98.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
UBCV,2023,W,JAPN,100,,99A,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Nicholas Hall,47,72.4,73.0,62.8,81.3,93.0,33.0,2.0,1.0,2.0,6.0,2.0,3.0,6.0,5.0,5.0,4.0,4.0
UBCV,2023,W,JAPN,100,,99C,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,36,71.7,74.0,69.0,82.0,87.0,0.0,1.0,1.0,2.0,2.0,0.0,8.0,5.0,3.0,8.0,3.0,0.0
UBCV,2023,W,JAPN,100,,001,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,17,78.4,81.0,75.0,84.0,91.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,3.0,1.0
UBCV,2023,W,JAPN,100,,002,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,21,76.2,76.0,69.0,87.0,93.0,50.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0
UBCV,2023,W,JAPN,100,,003,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,23,76.5,77.0,70.0,81.0,93.0,56.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0
UBCV,2023,W,JAPN,100,,004,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,23,69.7,71.5,63.5,80.3,94.0,14.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0
UBCV,2023,W,JAPN,100,,005,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,27,75.1,78.0,68.5,85.0,94.0,36.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,6.0,2.0
UBCV,2023,W,JAPN,100,,006,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Nicholas Hall,21,73.7,78.0,64.0,84.0,93.0,56.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,2.0,6.0,2.0,1.0
UBCV,2023,W,JAPN,100,,007,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,29,78.3,79.0,73.0,87.0,94.0,42.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,6.0,4.0
UBCV,2023,W,JAPN,100,,008,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,24,64.1,66.5,53.3,78.5,89.0,15.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0
UBCV,2023,W,JAPN,100,,009,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,22,73.1,76.0,72.0,79.0,87.0,34.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,6.0,3.0,2.0,0.0
UBCV,2023,W,JAPN,100,,010,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,25,77.9,80.5,73.8,86.5,96.0,35.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,3.0
UBCV,2023,W,JAPN,100,,011,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,21,73.3,78.5,65.3,80.5,89.0,52.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,3.0,0.0
UBCV,2023,W,JAPN,100,,021,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,28,71.9,78.0,67.0,84.0,91.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,3.0,5.0,1.0
UBCV,2023,W,JAPN,100,,022,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,28,71.2,73.5,67.3,84.8,94.0,11.0,4.0,0.0,1.0,0.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0
UBCV,2023,W,JAPN,100,,023,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,27,74.3,76.5,68.0,85.3,91.0,31.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,3.0,2.0,6.0,1.0
UBCV,2023,W,JAPN,100,,024,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,23,70.1,79.0,60.0,85.0,90.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,1.0
UBCV,2023,W,JAPN,100,,025,Beginning Japanese IA,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,19,75.6,76.0,73.0,81.5,88.0,51.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,2.0,0.0
UBCV,2023,W,JAPN,101,,99C,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,29,67.1,74.0,61.5,79.8,92.0,0.0,3.0,0.0,1.0,3.0,0.0,4.0,3.0,4.0,0.0,3.0,3.0
UBCV,2023,W,JAPN,101,,011,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,22,75.0,78.0,66.5,86.8,92.0,44.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,6.0,2.0
UBCV,2023,W,JAPN,101,,012,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,20,71.4,73.0,67.0,77.0,87.0,52.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,6.0,1.0,1.0,0.0
UBCV,2023,W,JAPN,101,,021,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,29,78.9,79.0,72.0,86.0,94.0,60.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,3.0,8.0,3.0
UBCV,2023,W,JAPN,101,,022,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,26,72.9,75.0,65.8,83.0,89.0,40.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,0.0
UBCV,2023,W,JAPN,101,,023,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,19,69.8,72.0,68.0,78.0,92.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0
UBCV,2023,W,JAPN,101,,024,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,10,68.3,76.0,69.5,83.0,85.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0
UBCV,2023,W,JAPN,101,,026,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,11,61.4,67.0,56.0,72.0,85.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
UBCV,2023,W,JAPN,101,,027,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,28,74.3,76.0,65.0,80.0,91.0,57.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0
UBCV,2023,W,JAPN,160,,011,Intensive Beginning Japanese I,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,12,76.7,78.0,73.5,84.0,88.0,56.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0
UBCV,2023,W,JAPN,200,,011,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,20,72.3,71.5,63.5,81.3,89.0,54.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0
UBCV,2023,W,JAPN,200,,012,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,21,71.2,74.0,66.5,78.0,87.0,49.0,1.0,2.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0
UBCV,2023,W,JAPN,200,,013,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,25,79.3,83.0,77.0,86.0,91.0,53.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,7.0,1.0
UBCV,2023,W,JAPN,200,,014,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,30,77.5,77.0,72.3,84.0,95.0,55.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,10.0,5.0,2.0,5.0
UBCV,2023,W,JAPN,200,,015,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Nicholas Hall,11,67.2,73.0,60.0,77.8,96.0,20.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
UBCV,2023,W,JAPN,200,,016,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,34,76.3,77.5,71.8,84.5,93.0,46.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,6.0,5.0,6.0,2.0
UBCV,2023,W,JAPN,201,,021,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,8,77.0,78.5,68.0,82.0,88.0,67.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0
UBCV,2023,W,JAPN,201,,022,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,24,76.0,77.5,73.3,82.3,92.0,53.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,7.0,2.0,1.0
UBCV,2023,W,JAPN,201,,023,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,22,77.9,80.0,73.0,83.0,88.0,63.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,8.0,3.0,0.0
UBCV,2023,W,JAPN,201,,024,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,21,76.6,76.0,71.0,84.0,94.0,56.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0
UBCV,2023,W,JAPN,201,,025,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,24,73.3,74.0,67.0,81.5,89.0,42.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,3.0,4.0,0.0
UBCV,2023,W,JAPN,260,,021,Intensive Beginning Japanese II,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,15,74.4,75.5,67.5,79.3,90.0,50.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,1.0
UBCV,2023,W,JAPN,320,,011,Intermediate Japanese I A,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,21,73.1,74.0,67.0,80.0,87.0,55.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0,0.0
UBCV,2023,W,JAPN,320,,012,Intermediate Japanese I A,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,24,71.3,72.0,68.0,79.0,84.0,19.0,1.0,0.0,0.0,1.0,3.0,5.0,4.0,3.0,6.0,0.0,0.0
UBCV,2023,W,JAPN,321,,021,Intermediate Japanese I B,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,18,73.8,76.0,71.0,79.3,83.0,61.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,4.0,0.0,0.0
UBCV,2023,W,JAPN,321,,022,Intermediate Japanese I B,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,15,78.9,82.5,71.3,84.8,86.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0
UBCV,2023,W,JAPN,322,,011,Intermediate Japanese II A,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,17,76.9,75.0,71.5,83.5,87.0,65.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,4.0,0.0
UBCV,2023,W,JAPN,323,,021,Intermediate Japanese II B,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,12,76.4,78.0,71.0,83.0,86.0,61.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0
UBCV,2023,W,JAPN,360,,011,Intensive Intermediate Japanese I,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,21,73.2,76.0,66.0,77.3,83.0,61.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,8.0,3.0,0.0,0.0
UBCV,2023,W,JAPN,361,,021,Intensive Intermediate Japanese II,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,19,73.3,75.0,71.0,81.0,85.0,52.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,0.0
UBCV,2023,W,JAPN,400,,011,Advanced Modern Japanese: Reading and Writing I,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,21,75.7,76.5,68.5,81.3,95.0,60.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0
UBCV,2023,W,JAPN,401,,021,Advanced Modern Japanese: Reading and Writing II,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,17,74.2,73.0,66.0,83.0,96.0,52.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,2.0
